image_name,comment_number,comment
122019659.jpg, 1, A small child is preparing to catch a baseball with her glove .
122019659.jpg, 2, A young boy stands waiting for a baseball to be thrown to him .
122019659.jpg, 3, A child stands ready with a baseball mitt .
122019659.jpg, 4, Young child begins his baseball career .
1220401002.jpg, 0, Two young girls are playing and laughing in a green grassy yard .
1220401002.jpg, 1, Two girls standing on grass face each other .
1220401002.jpg, 2, Two children are laughing in the grass .
1220401002.jpg, 3, Two girls laughing outside in a yard .
1220401002.jpg, 4, Two young girls playing together .
122156386.jpg, 0, People in black coats walk slowly through deep snow to approach a bridge in winter .
122156386.jpg, 1, A few people are walking through the snow to cross a bridge .
122156386.jpg, 2, A group of people walking through the snow near a bridge .
122156386.jpg, 3, Group of people walking on the heavy snow .
122156386.jpg, 4, A family walks through thick snow .
122188825.jpg, 0, A construction worker in a yellow vest digs in the street while a second worker looks on .
122188825.jpg, 1, Two workers that are working on the side of a street in neon yellow vests .
122188825.jpg, 2, Two construction workers are patching up a hole in a street .
122188825.jpg, 3, Two construction workers are digging up pavement on a road .
122188825.jpg, 4, Two men in yellow vests are working on a road .
122189647.jpg, 0, Three men with yellow vests doing work on the side of a street with three blue and white trucks nearby .
122189647.jpg, 1, Three men wearing bright yellow vests work on a road .
122189647.jpg, 2, Several man are digging a hole in the street .
122189647.jpg, 3, city workers fixing concrete on a road .
122189647.jpg, 4, three men work on the street .
122190424.jpg, 0, Three men with reflective safety jackets are watching two men in reflective jackets put rocks into a hole in the road .
122190424.jpg, 1, A construction crew working at several spots on the road .
122190424.jpg, 2, Three men wearing safety vests are repairing a street .
122190424.jpg, 3, Workers in yellow vests do roadwork .
122190424.jpg, 4, Workers fixing a paved road .
122202217.jpg, 0, The journey is temporarily delayed by mechanical malfunctions .
122202217.jpg, 1, A man takes his bike apart on the side of the road .
122202217.jpg, 2, A man with red-hair working on his bicycle .
122202217.jpg, 3, A man fixing his bicycle by some trees .
122202217.jpg, 4, A man with a ponytail is fixing a bike .
1222063706.jpg, 0, A woman in a brown knee length skirt and a silk brown button up shirt is sitting on a stone bench at a art gallery fixing her skirt .
1222063706.jpg, 1, A woman sitting on a bench in front of a large painting .
1222063706.jpg, 2, An Asian woman sits in front of a nude painting .
1222063706.jpg, 3, A woman in a brown dress is sitting on a bench .
1222063706.jpg, 4, A woman sitting on a bench tends to her skirt .
1222322358.jpg, 0, A young boy in orange and white swings in a playground at a park .
1222322358.jpg, 1, A boy in a red and white shirt is on a swing .
1222322358.jpg, 2, A child looking back on a fast moving swing .
1222322358.jpg, 3, A litlle boy playing on a swing
1222322358.jpg, 4, A young boy plays on a swing .
122301379.jpg, 0, Two men wearing khaki pants are looking at a tree that has just been felled by a saw .
122301379.jpg, 1, Two men are in the woods cutting down trees with a chainsaw .
122301379.jpg, 2, Two men with a chainsaw fell trees in a leafless forest .
122301379.jpg, 3, Two men in the woods using a chainsaw to cut some trees .
122301379.jpg, 4, Two men are standing in a forest with trees cut down .
1223671563.jpg, 0, Construction workers working on a highway at night as people look to see what they are doing .
1223671563.jpg, 1, Several people are behind a fence 
1223671563.jpg, 2, People are watching while a construction crew builds a bridge .
1223671563.jpg, 3, Construction workers work on a road into the night .
1223671563.jpg, 4, A crowd watching construction work taking place .
12238723.jpg, 0, A man wearing sunglasses playing a silver guitar .
12238723.jpg, 1, a man wearing black is playing a silver guitar .
12238723.jpg, 2, A man wearing a black jacket is playing guitar .
12238723.jpg, 3, A man is playing a guitar wearing a black shirt
12238723.jpg, 4, A musician plays guitar
122427967.jpg, 0, A group of people in a coffee shop at night have coffee and juice together .
122427967.jpg, 1, A group of people are sitting outside a cafe drinking coffee and juice .
122427967.jpg, 2, Group of people standing or sitting outside of a cafe .
122427967.jpg, 3, A woman is drinking a beverage in a busy cafe .
122427967.jpg, 4, A group of people wearing sweaters at a cafe .
12243003.jpg, 0, Four people of all different walks to life share one park bench while one man plays the guitar .
12243003.jpg, 1, Group of three men and women in their late 20s watching an older man play guitar in the park .
12243003.jpg, 2, A man with a guitar is sitting on a bench outside with three other people sitting by him .
12243003.jpg, 3, Four people hanging out on a park bench listening to one of the four play the guitar .
12243003.jpg, 4, Four people sit on a park bench while one plays guitar .
1224744193.jpg, 0, A man and a woman are fishing on a small boat 
1224744193.jpg, 1, A man and woman are on a gray and white rowboat .
1224744193.jpg, 2, A couple in a boat fishing on a small river .
1224744193.jpg, 3, Two people fishing from a boat on a river .
1224744193.jpg, 4, A man and a woman fish from a boat .
1224851143.jpg, 0, A little boy is eating his food off of a spoon while sitting on a patio .
1224851143.jpg, 1, A young child holds a spoon to its mouth while sitting in a chair .
1224851143.jpg, 2, A small child dressed in green is eating with a spoon .
1224851143.jpg, 3, A little boy holds a spoon up to his mouth .
1224851143.jpg, 4, A boy eats with a spoon .
12252043.jpg, 0, Four young Asian boys hold bowls and chopsticks as they stand around a barbecue .
12252043.jpg, 1, Group of Asian boys wait for meat to cook over barbecue .
12252043.jpg, 2, Four young boys are standing around a grill .
12252043.jpg, 3, Four young teens having fun at a cookout .
12252043.jpg, 4, A group of asians smiling and eating .
1225443522.jpg, 0, A woman in a blue coat and blue heels walks down a city sidewalk at night .
1225443522.jpg, 1, A woman walks down a brick sidewalk at night .
1225443522.jpg, 2, A woman walks down a city sidewalk at night .
1225443522.jpg, 3, A girl walking alone at night on a street .
1225443522.jpg, 4, A woman walking down a brick sidewalk .
1225603792.jpg, 0, A man and women outside 
1225603792.jpg, 1, A man in a beige shirt holds a whistle to a woman 's lips as she knees in a fishing boat .
1225603792.jpg, 2, A man holds a hunting call for a woman to test while she leans out of a small boat .
1225603792.jpg, 3, A man in a tan fisherman 's cap puts lip balm on a woman in a boat .
1225603792.jpg, 4, A man putting chapstick on a woman on a boat .
1225687681.jpg, 0, A man in a gray shirt is operating the soundboard for a social gathering .
1225687681.jpg, 1, An audio control person taking care of audio at an event .
1225687681.jpg, 2, A man adjusts the knobs on a large sound mixing board .
1225687681.jpg, 3, A DJ at a public gathering with his equipment .
1225687681.jpg, 4, A sound technician is adjusting a soundboard .
122634567.jpg, 0, A man wearing glasses holds a flip phone in his hand while a woman wearing earrings stands behind him .
122634567.jpg, 1, A woman and man interested in an event going on downtown on a busy walking street .
122634567.jpg, 2, A woman and a man with a cellphone are looking at something in the distance .
122634567.jpg, 3, A woman in a striped shirt and black hair stands facing some booths .
122634567.jpg, 4, A woman is using her cellphone in an urban setting .
1227655020.jpg, 0, A brown dog and a black dog are standing against each other in some grass
1227655020.jpg, 1, A black dog and a brown dog playing in tall weeds .
1227655020.jpg, 2, Two dogs wrestle together in the long grass .
1227655020.jpg, 3, Two dogs are playing outside in a field .
1227655020.jpg, 4, Two dogs play in tall grass .
1228304869.jpg, 0, The man in a red checkered shirt is having beer and playing frisbee in the park .
1228304869.jpg, 1, A man in a red checkered shirt standing at the end of a sidewalk in a park .
1228304869.jpg, 2, A man wearing a black cap 
1228304869.jpg, 3, A man in a red and white checked shirt plays in a park .
1228304869.jpg, 4, A man in a red plaid shirt playing Frisbee golf .
122868800.jpg, 0, Two people are working the one guy is measuring and the other guy is watching
122868800.jpg, 1, Two men take measurements of a wall at an open construction site .
122868800.jpg, 2, A man measuring a wall on a construction site .
122868800.jpg, 3, A person in a blue hat is watching a worker .
122868800.jpg, 4, Two men are working at a construction site .
1229536824.jpg, 0, Native Americans are dressed up in native clothing and are participating in an activity together .
1229536824.jpg, 1, Three people are dressed in costumes and playing musical instruments .
1229536824.jpg, 2, Women 
1229536824.jpg, 3, A tribal performance of dance and song of three individuals .
1229536824.jpg, 4, The indian 's are performing a sacred dance .
122958692.jpg, 0, A man in white playing tennis is still in midair after jumping to hit the ball .
122958692.jpg, 1, A male tennis player 
122958692.jpg, 2, Tennis player uses backhand in a match 
122958692.jpg, 3, A man in a white shirt is playing tennis .
122958692.jpg, 4, Missed that point by a landslide .
1229756013.jpg, 0, A dog leaps into the air in a grassy field surrounded by trees .
1229756013.jpg, 1, A brown dog jumping into the air to catch a ball .
1229756013.jpg, 2, A brown dog jumping in the air on a brown plain .
1229756013.jpg, 3, A brown dog leaping to catch a ball .
1229756013.jpg, 4, A coppery dog leaps to catch a ball .
1230594535.jpg, 0, A lady wearing a green shirt stands on the window seal of a brick building as a young boy watches on .
1230594535.jpg, 1, A woman is on the ledge of her window next to a clothesline 
1230594535.jpg, 2, A young woman standing on a window ledge of brick building while child looks on .
1230594535.jpg, 3, A girl in blue jean Capris stands on a window ledge as a boy peeks out .
1230594535.jpg, 4, A young woman in jeans stands on a window ledge 
123101580.jpg, 0, Two girls are playing soccer and one is wearing a white shirt with green shorts showing the number 4 
